facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0259,Attachment avoidance score,Attachment avoidance score,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Attachment avoidance score' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Attachment avoidance score'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Attachment avoidance score'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Attachment avoidance score'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Attachment avoidance score'.""}"
F0260,Time Orientation End Points:,Time Orientation End Points,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0261,Brazenness,Brazenness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Brazenness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Brazenness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Brazenness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Brazenness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Brazenness'.""}"
F0262,Talkativeness,Talkativeness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Talkativeness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Talkativeness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Talkativeness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Talkativeness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Talkativeness'.""}"
F0263,Equitableness,Equitableness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Equitableness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Equitableness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Equitableness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Equitableness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Equitableness'.""}"
F0264,Ideas generated/day,Ideas generated/day,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Ideas generated/day' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Ideas generated/day'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Ideas generated/day'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Ideas generated/day'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Ideas generated/day'.""}"
F0265,Originality,Originality,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Originality' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Originality'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Originality'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Originality'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Originality'.""}"
F0266,Fearfulness: Fear of physical dangers,Fearfulness: Fear of physical dangers,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Fearfulness: Fear of physical dangers' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Fearfulness: Fear of physical dangers'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Fearfulness: Fear of physical dangers'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Fearfulness: Fear of physical dangers'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Fearfulness: Fear of physical dangers'.""}"
F0267,Dance rehearsal hours/week,Dance rehearsal hours/week,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Dance rehearsal hours/week' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Dance rehearsal hours/week'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Dance rehearsal hours/week'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Dance rehearsal hours/week'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Dance rehearsal hours/week'.""}"
F0268,561. Practice frequency: Mantra meditation,Practice frequency: Mantra meditation,561,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Practice frequency: Mantra meditation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Practice frequency: Mantra meditation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Practice frequency: Mantra meditation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Practice frequency: Mantra meditation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Practice frequency: Mantra meditation'.""}"
F0269,Public-transport km/week,Public-transport km/week,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Public-transport km/week' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Public-transport km/week'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Public-transport km/week'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Public-transport km/week'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Public-transport km/week'.""}"
F0270,Social Desirability Bias,Social Desirability Bias,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Social Desirability Bias' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Social Desirability Bias'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Social Desirability Bias'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Social Desirability Bias'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Social Desirability Bias'.""}"
F0271,761. I Ching hexagram 43 resonance level,I Ching hexagram 43 resonance level,761,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'I Ching hexagram 43 resonance level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'I Ching hexagram 43 resonance level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'I Ching hexagram 43 resonance level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'I Ching hexagram 43 resonance level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'I Ching hexagram 43 resonance level'.""}"
F0272,Disagreeableness,Disagreeableness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Disagreeableness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Disagreeableness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Disagreeableness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Disagreeableness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Disagreeableness'.""}"
F0273,Participation in Community Activities,Participation in Community Activities,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Participation in Community Activities' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Participation in Community Activities'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Participation in Community Activities'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Participation in Community Activities'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Participation in Community Activities'.""}"
F0274,Impudence,Impudence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Impudence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Impudence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Impudence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Impudence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Impudence'.""}"
F0275,Analogies,Analogies,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Analogies' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Analogies'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Analogies'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Analogies'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Analogies'.""}"
F0276,Clumsiness,Clumsiness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Clumsiness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Clumsiness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Clumsiness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Clumsiness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Clumsiness'.""}"
F0277,Tendency Toward Compromise or Confrontation,Tendency Toward Compromise or Confrontation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Tendency Toward Compromise or Confrontation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Tendency Toward Compromise or Confrontation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Tendency Toward Compromise or Confrontation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Tendency Toward Compromise or Confrontation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Tendency Toward Compromise or Confrontation'.""}"
F0278,737. I Ching hexagram 19 resonance level,I Ching hexagram 19 resonance level,737,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'I Ching hexagram 19 resonance level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'I Ching hexagram 19 resonance level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'I Ching hexagram 19 resonance level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'I Ching hexagram 19 resonance level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'I Ching hexagram 19 resonance level'.""}"
